0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 10 | 7 11 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 17 | 11 18 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 9 | 6 11 | 7 10 | 8 16 | 9 19 | 10 18 | 11 17 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 18 | 11 19 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 17 | 10 19 | 11 18 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 20 | 14 21 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 20 | 14 22 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 21 | 14 20 | 15 22 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 21 | 14 22 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 22 | 14 20 | 15 21 | 
0 4 | 1 7 | 2 5 | 3 6 | 4 8 | 5 10 | 6 11 | 7 9 | 8 16 | 9 18 | 10 19 | 11 17 | 12 23 | 13 22 | 14 21 | 15 20 | 
0 4 | 1 7 | 2 6 | 3 5 | 4 8 | 5 10 | 6 9 | 7 11 | 8 16 | 9 18 | 10 17 | 11 19 | 12 23 | 13 22 | 14 20 | 15 21 | 
